Func_id	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen01_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen03_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen04_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen05_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen06_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen07_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen10_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen12_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen14_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen15_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen16_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen17_06102014_R1
KO:K02205	30	25	33	38	36	38	67	4	9	4	6	15
KO:K02217	116	212	170	134	182	107	24	18	32	38	292	600
KO:K02221	2289	2818	2345	2453	2363	2077	5120	2193	3017	2204	6811	2450
KO:K02224	4220	3779	4217	4024	2614	3160	4519	2226	2123	2398	4986	1667
KO:K02225	641	704	753	886	716	768	354	528	349	428	757	236
KO:K02226	1798	1337	1435	1277	1229	1152	1082	1242	1194	1072	2241	1010
KO:K02227	2863	2727	2709	2855	2179	2134	3153	1965	1628	1582	4378	2045
KO:K02228	509	460	338	506	684	383	495	239	80	139	484	303
KO:K02229	864	915	868	1316	845	887	960	633	366	479	960	488
KO:K02230	5689	5830	5400	5938	4149	4487	4807	3084	2849	3222	7505	3215
KO:K02231	2327	2496	2159	2583	1889	1761	3040	1942	1483	1633	4038	1261
KO:K02232	4476	4660	4331	4769	3301	3531	4474	2211	2115	2219	5883	2577
KO:K02233	3140	3127	2921	3104	2491	2283	4466	2263	2108	2432	5792	2022
KO:K02234	750	1402	1254	1348	1402	1049	860	1076	392	863	1259	433
KO:K02236	63	69	129	85	52	112	727	89	437	40	143	99
KO:K02237	3311	4242	3941	3536	3110	3392	3355	3495	3728	2831	9093	5359
KO:K02238	10725	13849	14474	13404	9985	11056	16163	8858	9975	8294	22299	14958
KO:K02239	12	15	16	15	7	52	65	1	4	3	21	8
KO:K02240	6	2	10	11	4	16	20	1	10	6	16	21
KO:K02241	48	65	56	37	17	65	22	8	216	30	204	96
KO:K02242	323	213	200	212	97	183	1147	63	304	49	506	102
KO:K02243	25	19	14	6	15	23	19	1	0	2	43	32
KO:K02244	0	1	6	13	5	8	11	3	2	2	15	6
KO:K02245	11	25	45	26	15	18	15	2	81	4	30	24
KO:K02246	13	14	3	5	5	4	14	0	1	2	11	9
KO:K02247	0	1	3	0	0	0	6	0	2	0	0	1
KO:K02248	0	1	8	6	3	1	11	0	0	2	10	0
KO:K02249	0	0	0	0	1	0	7	0	1	0	2	0
KO:K02250	0	0	2	0	1	3	19	0	0	2	18	5
KO:K02251	14	11	24	4	10	10	23	33	29	26	26	1
KO:K02253	0	0	0	0	0	0	0	0	0	0	5	0
KO:K02254	0	0	0	0	0	0	1	0	0	0	2	0
KO:K02255	2	0	0	0	0	0	0	0	0	0	1	1
KO:K02258	1020	1642	1435	1758	1609	1475	609	1011	421	1242	1996	1207
KO:K02259	6126	8331	7636	8378	6213	6485	9515	5295	5479	4803	12217	7556
KO:K02263	0	0	0	0	0	0	0	0	0	0	3	1
KO:K02267	0	0	0	1	1	0	0	0	0	0	2	1
KO:K02274	24988	32906	34086	31947	23868	25840	38830	18898	25032	20252	52695	30749
KO:K02275	16887	21857	21837	20598	15516	16925	25338	16876	20737	14575	37996	17483
KO:K02276	11571	15889	15844	16140	12089	12292	14249	14198	12238	11341	26346	11809
KO:K02277	2612	3570	3675	3708	2748	2917	4822	4861	4419	3831	9949	2796
KO:K02278	2336	3698	3516	3824	2867	3019	3505	3103	2643	2045	4635	2181
KO:K02279	4417	6679	6798	6940	5027	5431	4301	4312	3680	3558	9238	4830
KO:K02280	5277	9501	9707	10658	7199	8084	15575	5682	5020	4554	9394	6323
KO:K02281	478	1034	879	1024	1202	1117	658	801	332	731	1251	429
KO:K02282	8914	11543	12142	12121	8064	9317	5769	7004	5632	5299	14345	9164
KO:K02283	14328	16633	19591	17212	12076	13589	14496	9790	11270	8936	21570	16510
KO:K02284	1	1	0	1	3	0	0	28	0	3	0	1
KO:K02285	1	0	0	0	1	0	0	28	0	4	0	0
KO:K02286	0	4	2	1	27	1	0	40	1	9	0	3
KO:K02287	0	0	0	0	0	0	0	20	0	1	0	0
KO:K02288	139	229	167	149	117	134	18	70	55	51	147	278
KO:K02289	32	49	48	23	33	22	4	229	7	24	41	72
KO:K02290	0	0	0	4	0	0	1	37	0	4	0	0
KO:K02291	6295	9040	8603	8843	7149	7006	11388	6625	7295	6017	13681	7159
KO:K02292	1366	992	1263	1535	697	1000	1987	980	1845	734	1819	719
KO:K02293	166	46	106	91	113	89	77	59	97	59	145	149
KO:K02294	147	137	142	125	138	106	23	169	49	94	281	163
KO:K02295	2	15	0	0	17	2	5	12	2	2	2	3
KO:K02297	1598	2122	1295	1981	1623	1444	1628	933	476	713	1600	710
KO:K02298	2949	4164	3137	4201	3126	3227	2389	1286	944	1283	3044	1843
KO:K02299	1890	2345	1837	2251	1835	1457	1782	1269	1068	823	2828	1546
KO:K02300	1182	1259	799	1152	1172	962	1079	799	326	446	999	408
KO:K02301	9140	11445	11794	11501	8082	8908	16703	7723	10620	6871	16987	10157
KO:K02302	2966	3523	3227	4054	2420	2732	3682	1512	1729	1464	5086	3595
KO:K02303	3183	3450	3579	3399	2746	2787	4481	2786	2684	2256	4904	2666
KO:K02304	2427	3040	2958	2671	2466	2169	5340	3000	3069	2480	6012	1950
KO:K02305	396	246	477	320	256	284	509	482	480	984	750	473
KO:K02313	11269	15032	15756	14916	10672	12619	13801	8656	9750	8105	21931	15111
KO:K02314	16034	17716	18537	17295	12360	14836	17857	10087	11507	10407	24770	16458
KO:K02315	3006	3030	3457	3327	2139	2363	3883	2901	3235	2029	5011	2043
KO:K02316	12967	15869	17424	16614	11236	13169	14313	7524	9750	8160	22005	14043
KO:K02317	2	0	15	1	0	4	0	1	0	0	1	5
KO:K02319	1068	971	1278	1595	837	856	10396	3091	4437	1315	1191	473
KO:K02322	175	299	585	655	282	393	941	261	853	371	291	100
KO:K02323	83	115	183	225	177	195	922	200	805	312	213	61
KO:K02334	10071	11991	12304	10776	8954	10815	12136	7991	10483	8473	24980	11267
KO:K02335	22561	27307	28079	26997	19051	22254	20227	11550	14555	12011	35113	29479
KO:K02336	865	594	565	716	395	591	652	511	351	555	953	638
KO:K02337	24841	30523	33092	31811	20663	26222	20470	13383	15365	13176	37078	34931
KO:K02338	10649	13057	13418	12864	9211	10683	13672	8124	9136	7859	18795	12114
KO:K02339	887	1477	1170	1447	1457	1049	956	1106	434	1041	1756	773
KO:K02340	6707	8559	8583	8578	6532	6898	6774	5472	5171	4435	13168	7110
KO:K02341	7034	8615	8721	8877	6530	7087	9610	6283	6354	5304	13952	7641
KO:K02342	7515	6953	6947	6593	5594	6136	6313	3388	4533	4941	12372	8400
KO:K02343	18751	23091	22047	22807	16638	18140	21500	11488	12497	10521	32077	21232
KO:K02344	0	4	0	2	0	0	1	2	0	1	0	1
KO:K02345	0	0	0	0	0	0	1	0	0	1	0	0
KO:K02346	13351	15048	16378	14446	10582	11597	12257	7145	7922	5772	20904	15869
KO:K02347	9853	11956	12902	10877	8440	9832	12662	7524	10923	7571	22163	13393
KO:K02348	313	477	448	392	664	318	896	328	206	224	996	484
KO:K02351	1295	1611	1357	1235	1609	1352	2477	1472	1772	1284	3596	619
KO:K02352	36	59	46	77	45	37	46	11	34	44	66	54
KO:K02355	28636	38132	39509	37776	25983	30365	34347	17655	21919	18471	49250	41746
KO:K02356	6595	8559	8309	8087	6277	6990	10255	6079	6534	5745	15105	8289
KO:K02357	6499	8987	8900	8517	6488	7433	9910	5395	5979	4914	14262	8869
KO:K02358	16443	19768	21001	20245	17087	16914	21769	17663	16754	14871	35869	19244
KO:K02359	90	27	60	74	19	38	24	13	96	21	56	41
KO:K02361	174	211	239	290	120	236	175	29	69	74	516	251
KO:K02362	114	81	64	90	62	69	9	51	26	22	82	53
KO:K02363	998	1076	1572	1382	744	976	2240	656	810	927	1611	1116
KO:K02364	930	881	813	861	571	622	536	231	724	458	795	660
KO:K02371	2249	2456	2644	2083	1996	1909	2382	1507	1378	2070	3692	2805
KO:K02372	4250	6627	6178	6381	5175	5454	6135	4993	4352	4023	10191	5681
KO:K02377	5038	6162	5655	6107	4665	5266	6684	2340	2632	3122	9077	6257
KO:K02379	4587	5908	5703	5567	4720	4568	5709	3181	4185	2988	9082	5554
KO:K02380	1641	1768	2348	1651	1063	1082	640	1181	764	479	2164	1825
KO:K02381	1383	500	997	546	485	556	2023	724	1447	951	1452	1177
KO:K02383	11	25	14	10	15	12	8	13	6	6	18	14
KO:K02385	399	935	760	1042	953	818	2437	2495	1686	1115	2028	278
KO:K02386	1207	1931	1622	2128	1730	1810	2913	2324	973	1603	2680	930
KO:K02387	1355	2331	1792	2587	2283	2281	4559	3803	2327	2542	4513	996
KO:K02388	1781	2840	2237	3384	2942	2800	5414	3978	2722	2601	4928	1190
KO:K02389	1815	2930	2306	2741	2856	2654	4415	3601	2494	2715	5114	2123
KO:K02390	3774	7208	5794	7482	6136	5925	8015	5713	4804	5354	8892	3383
KO:K02391	1148	1867	1590	2297	1648	1754	1446	1184	826	1341	2510	826
KO:K02392	3321	6092	5050	6699	5717	5809	11434	8442	5968	5270	9310	2730
KO:K02393	1643	3015	2382	3301	2772	2772	4111	3516	2339	2323	4289	1201
KO:K02394	2335	4732	3700	5407	4047	4040	7198	4360	3202	3222	5722	2138
KO:K02395	909	1210	1028	1209	1109	1126	2303	1655	1036	1141	1943	619
KO:K02396	3667	7258	6018	7729	6025	5903	8582	6776	5820	5084	9000	3280
KO:K02397	2340	3985	3051	4288	3549	3371	7225	3867	3282	3387	5321	1898
KO:K02398	778	990	748	1150	1077	948	2553	2526	1679	1364	2505	299
KO:K02399	212	181	160	213	176	129	79	60	30	53	609	69
KO:K02400	4900	9152	7739	10209	7917	8162	14176	6641	5730	6186	11200	4819
KO:K02401	2779	5119	4150	5674	4553	4485	9002	6311	3779	4004	7312	2463
KO:K02402	63	68	104	81	73	44	43	4	6	28	170	80
KO:K02403	38	54	103	65	38	30	33	7	3	18	131	76
KO:K02404	1631	2569	1945	2579	2119	2162	2001	1762	1397	1615	3354	1384
KO:K02405	4703	7222	6148	6998	5479	5803	9509	6942	6505	4804	11478	6463
KO:K02406	4629	8641	6337	8076	6640	7192	12287	6935	5961	5756	11627	5074
KO:K02407	3154	5585	3927	5534	4494	4111	9207	5017	4764	4015	7759	2645
KO:K02408	1110	1901	1516	2007	1993	1798	4975	3377	2412	2279	3966	895
KO:K02409	3528	6525	5329	7365	5830	5574	8837	5519	4828	3855	8420	3122
KO:K02410	2710	5122	4331	5672	4634	4293	7810	4713	3998	3752	6973	2599
KO:K02411	1660	2766	2182	2978	2732	2438	6059	4528	3075	2498	5002	1291
KO:K02412	3182	5976	5141	6588	5163	5231	7239	4708	4043	4016	8037	3140
KO:K02413	595	915	656	945	1151	835	2842	1525	1042	970	2277	453
KO:K02414	1244	1612	1301	1594	1081	1313	1235	847	940	970	2331	1068
KO:K02415	1293	1934	1464	1912	1934	1632	3071	2353	2090	2072	3795	1143
KO:K02416	2348	4212	3511	4375	3687	3483	5733	4377	3453	3460	5988	2128
KO:K02417	2117	3990	3229	4282	3983	3560	5790	5992	3595	3832	6619	1822
KO:K02418	826	1058	777	1117	1259	960	2066	2544	948	1257	2736	551
KO:K02419	2086	3742	2921	4224	3486	3485	7578	4100	3444	3105	5747	1891
KO:K02420	1297	2156	1663	2436	2181	2065	5239	4470	2510	2508	4473	967
KO:K02421	2089	3780	3045	4218	3540	3290	7035	4703	3198	3196	6014	1767
KO:K02422	1044	1777	1233	1861	1753	1436	3682	3431	2052	1924	3858	706
KO:K02423	47	55	56	37	22	20	39	2	1	14	63	68
KO:K02424	348	342	365	282	266	299	250	148	251	107	680	415
KO:K02425	0	0	0	0	0	1	0	0	0	0	0	0
KO:K02426	662	993	893	1011	877	976	1542	557	433	849	2010	912
KO:K02427	1472	2399	2042	2353	2223	1879	4040	1818	1915	2329	3235	1568
KO:K02428	7331	8789	8065	8174	6542	6743	12715	5743	7879	5698	15642	8704
KO:K02429	5031	5992	5979	6822	3940	4308	3097	2939	2145	1863	4612	3267
KO:K02430	1	5	4	1	2	9	1	1	4	1	5	8
KO:K02431	567	649	551	591	625	635	788	257	204	225	714	508
KO:K02433	29154	39517	40895	38399	29343	31814	34691	22963	22918	21004	54503	37512
KO:K02434	11119	14731	14750	14778	9992	11648	12231	7755	8585	7343	19636	14336
KO:K02435	3937	4998	4735	4736	3833	3990	6633	5295	4798	3836	10495	4084
KO:K02436	17	8	9	8	4	1	1	0	4	0	6	10
KO:K02437	5387	6034	6369	5777	4698	4773	12298	5397	7273	5129	12662	5033
KO:K02438	13772	20783	19230	19261	15294	15370	17864	7096	9163	7773	25118	20393
KO:K02439	34	38	44	47	19	73	10	15	28	18	376	57
KO:K02440	3677	2664	3519	3470	2521	2353	4049	3227	3167	2312	4884	2609
KO:K02441	317	433	314	305	423	386	71	117	138	181	490	478
KO:K02442	10	6	19	3	8	8	8	1	1	5	12	16
KO:K02443	374	105	275	236	195	120	551	290	821	352	230	35
KO:K02444	737	653	575	700	534	522	893	204	145	152	817	600
KO:K02445	1309	2097	1621	2168	1500	1365	231	618	493	669	2147	2142
KO:K02446	4772	5277	6480	4802	3177	3789	7698	3699	6176	3985	11983	6596
KO:K02448	112	171	162	142	74	108	57	72	100	130	811	711
KO:K02450	2904	5168	5125	5693	3180	3951	3491	2339	2557	2940	7030	5584
KO:K02451	627	689	603	862	566	520	138	231	610	251	1213	629
KO:K02452	889	1140	906	1062	829	806	310	431	314	401	1047	829
KO:K02453	11833	18644	17982	18920	12915	13857	7908	8903	7528	9352	18218	15881
KO:K02454	6290	10433	9018	9267	7389	8244	3644	3755	3464	4604	11180	10795
KO:K02455	3674	6367	5562	5707	4983	4920	2600	2543	2051	3103	6988	4905
KO:K02456	6897	9728	9194	9198	6711	7645	7925	7641	5753	5232	15735	8661
KO:K02457	1018	1901	1380	1854	2121	1421	1695	1766	950	1687	3152	1195
KO:K02458	1209	2275	1486	1782	2079	1516	1301	1862	975	1819	3291	1489
KO:K02459	1407	2337	2012	2090	2303	1820	1952	1858	911	1580	2690	1596
KO:K02460	1857	3298	2659	2992	3122	2304	1657	2242	1160	1861	3492	2129
KO:K02461	1422	2519	1814	2170	2311	1843	1216	1484	719	1288	2278	1613
KO:K02462	811	1400	1026	1160	1607	866	1227	1243	579	1014	1335	777
KO:K02463	484	1005	736	720	1316	635	1233	1063	304	655	864	559
KO:K02464	3	13	4	11	8	6	6	13	4	1	13	25
KO:K02465	3	0	0	1	0	0	0	0	1	0	0	6
KO:K02466	39	10	5	13	19	11	51	2	17	2	15	14
KO:K02467	4	5	4	2	1	0	6	1	0	3	0	2
KO:K02468	8	4	9	17	17	17	1	2	2	0	6	19
KO:K02469	20603	26194	28154	25952	17959	21343	19778	10616	13784	12399	33626	29617
KO:K02470	17724	23569	24935	24174	16209	19243	19070	9895	12976	11334	29617	26110
KO:K02471	3110	5493	5152	5568	4673	4777	4592	2353	1600	2753	4978	4162
KO:K02472	3171	2844	3171	2591	2169	2382	3126	1205	1641	1107	3924	2207
KO:K02473	649	887	916	739	441	718	371	243	309	324	975	1689
KO:K02474	1515	2275	2035	2445	1953	2081	2583	1145	1108	1259	2407	2355
KO:K02475	606	225	356	219	148	218	405	60	116	77	589	195
KO:K02476	1349	422	704	594	311	603	540	95	311	241	1179	617
KO:K02477	8162	11911	11254	13401	8196	9612	2419	3147	3739	3169	12474	12054
KO:K02478	2970	4117	4492	4566	2434	3033	4697	2744	2765	1922	4235	2671
KO:K02479	6033	7877	7173	6914	4410	4887	7207	3889	6125	3479	13074	7710
KO:K02480	3149	2994	3601	2875	2029	2446	1797	1490	2137	1511	3229	3430
KO:K02481	10016	15199	16007	15243	11442	12194	7817	8885	7592	8079	25467	20800
KO:K02482	11424	14506	17655	14564	8667	10439	3132	7642	6909	6892	20812	13451
KO:K02483	18714	21701	20345	20287	15699	16785	19207	11223	11813	10189	31912	19738
KO:K02484	11347	11993	11001	10485	7486	8326	15589	3863	7295	4298	17185	10370
KO:K02485	5055	7284	5561	6789	5264	5754	3952	4679	3911	3747	9801	4224
KO:K02486	1586	1859	1739	1533	1255	1627	1856	494	839	809	2498	1880
KO:K02487	78	75	52	83	71	95	18	41	44	20	123	80
KO:K02488	7761	9877	9277	9603	6551	7543	3875	3044	3751	3305	11590	9360
KO:K02489	289	519	399	436	393	404	71	106	149	145	479	611
KO:K02490	1011	611	786	593	604	562	850	777	1129	750	2163	717
KO:K02491	521	752	793	717	513	588	310	174	217	317	524	759
KO:K02492	8614	10527	11062	10320	6774	8125	13464	7056	8635	6034	16268	10495
KO:K02493	7566	9822	9479	9493	6771	7352	9799	5725	6572	5343	16013	8889
KO:K02494	422	490	363	609	346	389	339	182	74	297	538	467
KO:K02495	11736	14689	15030	14764	11009	12336	13030	8062	7326	7950	20492	15792
KO:K02496	412	507	499	365	435	391	859	209	118	351	699	883
KO:K02497	74	152	144	171	63	83	74	71	144	214	169	132
KO:K02498	1750	2641	2620	2717	2934	2356	2138	1676	697	1438	3269	2309
KO:K02499	3268	3710	4579	3906	2855	3177	4917	3556	3072	2616	6827	2709
KO:K02500	6153	7662	7660	7450	5939	5975	10213	6072	6439	4803	12275	7574
KO:K02501	5386	6583	6582	6279	5451	5191	7395	4663	5662	4061	11384	5889
KO:K02502	2171	2724	2759	2570	2354	2301	3486	1743	1922	1486	4710	2562
KO:K02503	5386	5618	5879	5537	4396	4936	9238	4842	6626	4339	13489	5458
KO:K02504	36	97	66	51	61	83	10	15	24	21	52	92
KO:K02505	60	97	101	96	110	95	38	50	28	51	132	130
KO:K02506	5	4	1	1	0	4	0	0	1	0	0	0
KO:K02507	60	111	82	67	64	80	12	22	33	15	45	92
KO:K02508	14	15	10	34	9	14	4	4	13	0	24	12
KO:K02509	584	800	757	840	589	570	257	365	174	334	870	663
KO:K02510	7665	10812	10292	10262	10065	8535	9932	7713	6721	5903	12761	8734
KO:K02511	155	158	158	204	93	96	37	53	30	23	85	77
KO:K02517	8069	9728	9741	10148	7356	7711	9830	7394	6181	5804	14562	8703
KO:K02518	4440	5986	5534	5305	4204	4571	8809	4959	5070	4161	12661	5169
KO:K02519	26239	33486	32446	32618	25213	26147	31710	18071	20651	17564	48153	33414
KO:K02520	5967	7559	7272	6916	5418	5911	8905	5265	5980	4853	12783	6876
KO:K02521	40	61	44	37	36	51	0	19	37	19	121	141
KO:K02523	5404	8072	7766	7778	6064	6521	9337	5310	6379	4901	12159	7185
KO:K02525	68	120	140	106	102	77	119	31	34	33	117	84
KO:K02526	263	252	212	274	188	237	105	25	85	50	228	314
KO:K02527	5388	8154	7811	8412	5901	6510	5780	5147	4373	4184	10197	7085
KO:K02528	6590	8918	8482	8601	6385	7163	11127	5649	7118	5241	14127	8062
KO:K02529	36710	31667	27825	30234	24804	21839	53235	29204	28478	19191	42223	22076
KO:K02530	13	20	7	9	4	3	3	4	2	6	10	5
KO:K02531	0	0	0	0	0	0	1	1	0	0	0	0
KO:K02532	25	18	29	11	2	6	5	13	3	8	56	69
KO:K02533	2397	3831	4150	4531	3556	3443	3634	4130	2652	2558	5228	2209
KO:K02535	3569	5963	5863	6300	4549	4784	5148	4477	3500	3561	7402	4075
KO:K02536	7144	10595	10410	11791	7659	8783	9567	7815	6303	6016	13555	7676
KO:K02538	4	0	2	10	3	0	146	0	0	5	1	3
KO:K02545	0	0	2	3	0	1	0	0	0	1	1	0
KO:K02546	0	1	0	0	0	0	0	0	0	0	0	0
KO:K02547	1	0	0	0	0	0	0	0	0	0	0	0
KO:K02548	3774	2598	3116	2809	2218	2238	8085	2980	4904	3140	5044	3210
KO:K02549	4841	5338	6131	5485	3666	4351	6384	3996	4487	3055	7485	4395
KO:K02550	3	43	36	27	18	19	1	1	3	2	24	45
KO:K02551	3217	2509	2706	2556	1625	1898	3984	1162	2120	1385	3830	2268
KO:K02552	2261	1679	1555	1368	1098	1112	3335	843	1496	1007	2639	1465
KO:K02553	125	191	144	121	126	152	122	34	116	193	539	316
KO:K02554	1320	1338	1343	1254	1043	974	1730	880	617	506	2655	1069
KO:K02556	3697	7159	5864	7987	6261	5889	8986	6529	4176	5018	8516	2819
KO:K02557	6311	11327	9577	12539	9328	9470	12055	8789	5760	6716	13675	6856
KO:K02558	4019	5437	5766	5557	3260	4068	1606	2158	1812	2394	7064	5843
KO:K02560	2	47	3	8	3	10	4	0	0	0	93	14
KO:K02562	2	3	2	1	2	6	2	1	0	2	1	4
KO:K02563	8143	10684	10535	10739	7129	8812	11319	6746	7433	6423	15461	10045
KO:K02564	3807	4283	4411	3409	3657	3627	3823	2438	2642	2240	6683	5617
KO:K02565	131	124	76	62	183	122	331	67	82	55	198	102
KO:K02566	1438	1119	1106	1011	923	802	1411	791	1436	806	2577	1782
KO:K02567	160	216	282	175	329	593	14	92	73	125	398	1019
KO:K02568	33	30	51	23	113	178	5	38	19	23	182	166
KO:K02569	477	612	523	541	648	622	418	232	325	289	1283	993
KO:K02570	29	26	37	9	74	127	0	28	7	10	152	97
KO:K02571	8	11	37	5	70	90	1	28	6	6	90	100
KO:K02572	141	104	73	80	76	49	192	169	190	274	350	61
KO:K02573	117	114	101	60	68	69	10	28	258	52	314	156
KO:K02574	7	34	36	31	26	13	0	8	12	15	30	52
KO:K02575	4602	3700	5104	4720	3895	4739	2919	3071	3294	3528	8711	4642
KO:K02584	5281	8453	8685	7319	6114	6795	2416	3759	3231	3881	11358	12967
KO:K02585	39	43	73	37	35	22	35	76	8	19	57	20
KO:K02586	40	18	59	20	28	32	30	62	15	20	58	14
KO:K02587	41	47	83	30	45	37	38	106	27	32	53	27
KO:K02588	27	20	62	34	29	45	24	87	20	19	59	13
KO:K02589	7	24	14	37	71	27	0	28	54	101	62	18
KO:K02590	2	8	14	21	11	18	0	5	7	8	17	10
KO:K02591	37	26	61	29	30	28	30	80	14	20	51	12
KO:K02592	33	38	54	26	39	24	33	87	21	21	75	27
KO:K02593	7	4	25	13	11	8	21	52	2	3	40	0
KO:K02594	534	423	508	495	180	226	411	104	98	85	413	304
KO:K02595	11	5	17	4	11	4	21	56	8	6	41	4
KO:K02596	8	8	13	6	19	11	22	55	4	5	42	2
KO:K02597	13	22	54	13	30	14	45	101	7	4	102	1
KO:K02598	274	302	427	343	276	289	135	244	262	261	706	121
KO:K02600	9523	13474	13974	13513	9734	10753	13522	7730	9138	6753	19368	13248
KO:K02601	5950	7967	8251	7827	5961	6459	11244	5674	6750	5798	13302	7754
KO:K02609	3547	2968	3812	2524	1928	2436	5998	2420	3778	2366	6923	3710
KO:K02610	811	1085	809	787	652	666	1145	517	1051	562	2395	1222
KO:K02611	1344	1887	1571	1386	1095	1187	1618	673	1194	871	3128	2302
KO:K02612	1001	1338	1192	917	817	877	1501	755	1377	886	2927	1716
KO:K02613	1605	2040	1818	2101	1541	1574	1308	635	617	932	2263	1744
KO:K02614	1222	1278	1440	1463	1098	1173	5269	1423	2553	1379	2890	1245
KO:K02615	328	380	501	421	274	456	306	178	209	183	781	483
KO:K02616	2420	2298	2203	2203	1221	1595	3315	1145	1777	757	3462	1570
KO:K02617	193	355	260	258	151	230	185	134	89	104	417	359
KO:K02618	1754	2269	1911	2183	1432	1544	1136	393	518	566	1978	2322
KO:K02619	599	945	671	675	508	564	521	190	387	530	2031	1229
KO:K02621	3454	5987	5197	6395	4893	5331	2604	1928	1262	2837	5279	4738
KO:K02622	3279	5869	5284	6096	4674	5108	2413	1747	1295	2673	5778	6071
KO:K02623	154	203	150	198	196	188	71	27	15	39	138	112
KO:K02624	3059	3022	2341	2999	2209	2220	4139	1378	1661	1563	4617	2332
KO:K02625	2	8	7	0	8	16	2	1	0	1	4	21
KO:K02626	1781	2034	2519	2453	1319	1488	4256	2543	3403	2171	3396	1240
KO:K02631	45	35	34	35	46	16	5	10	19	9	57	53
KO:K02632	1	2	4	3	3	1	0	0	0	1	4	5
KO:K02634	10	12	3	2	18	2	74	26	0	9	10	8
KO:K02635	577	398	933	533	454	585	525	701	951	1164	1943	1207
KO:K02636	4037	3206	4565	3314	2430	2642	1455	4618	2392	2629	8581	3396
KO:K02637	7	9	6	0	5	3	67	21	4	4	8	3
KO:K02638	321	315	406	387	218	453	339	332	471	281	834	409
KO:K02639	83	106	188	153	84	205	1737	808	694	287	755	75
KO:K02640	0	6	0	0	1	0	36	11	0	0	6	4
KO:K02641	246	290	307	501	243	215	364	252	220	130	364	69
KO:K02643	0	0	0	0	0	0	0	18	0	3	0	0
KO:K02647	219	115	194	84	157	180	148	174	400	168	340	107
KO:K02650	2826	3331	2690	2737	1991	2544	1906	1239	1555	1368	4936	4122
KO:K02651	7115	10585	11208	10798	7905	7664	6075	8601	6193	5431	15215	5814
KO:K02652	16587	25808	24752	21594	14412	18502	12674	8825	13255	9382	35754	28034
KO:K02653	10598	15511	15288	13728	9318	11790	9308	8014	8012	7675	21784	16858
KO:K02654	6112	7992	7829	7599	5530	6274	8711	4942	5930	4588	12664	7024
KO:K02655	995	1328	1161	1162	897	1034	1165	746	697	792	1683	1571
KO:K02656	1962	3012	3026	3108	1892	2173	2194	1427	1738	996	2264	3347
KO:K02657	1666	965	1189	1155	828	853	2988	1486	1824	1433	1365	963
KO:K02658	2594	1950	2328	1980	1419	1678	1887	1722	2291	1785	3076	1754
KO:K02659	459	478	329	440	307	288	339	175	76	165	596	486
KO:K02660	3269	2345	2902	2478	1740	1910	2080	2238	1940	2731	3013	2618
KO:K02661	17	23	22	0	20	10	0	9	21	34	36	27
KO:K02662	5863	8413	9043	7611	5388	6480	7717	5455	5221	4363	12724	8591
KO:K02663	2617	3309	3585	3667	2431	2699	1729	2937	1682	2313	4908	2313
KO:K02664	2065	2655	3042	2757	1982	2237	1822	2936	1947	1849	4694	2514
KO:K02665	1111	1100	1194	1336	781	772	660	2009	942	1124	1866	1111
KO:K02666	4299	5894	7041	6140	3711	4738	3007	3159	3069	3079	8336	7355
KO:K02667	7367	9608	10721	9978	5844	7667	7218	4736	5198	4970	13423	11572
KO:K02668	3470	4369	5088	4468	2481	3353	1381	2223	2269	2007	5499	5381
KO:K02669	15377	22981	21984	19337	12704	16136	12223	11412	13182	9797	30945	27655
KO:K02670	1377	2192	1787	2016	1292	1357	779	440	411	833	2236	2653
KO:K02671	1307	1498	1451	1223	873	1026	862	636	1019	1038	3674	1696
KO:K02672	1324	1584	1584	1369	1084	1107	780	628	640	789	2507	2130
